"","title","geo_accession","source_name_ch1","source_name_ch2","characteristics_ch1","characteristics_ch2","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","characteristics_ch2.1","characteristics_ch2.2","characteristics_ch2.3","reference source:ch2","characteristics_ch1.4","characteristics_ch1.5","characteristics_ch1.6","characteristics_ch2.4","library_source"
"GSM489745","16j Ssa family 8_control_replicate 4","GSM489745","Head-kidney_control_8 (16j)","Salmo salar reference RNA","tissue: Head-kidney","reference source: pooled total RNA from 18 healthy Atlantic salmon","time: 16 days","infection: control",NA,"reference: Reference RNA",NA,NA,"pooled total RNA from 18 healthy Atlantic salmon",NA,NA,NA,NA,NA
"GSM489746","16j Ssa family 9_control_replicate 1","GSM489746","Head-kidney_control_9 (16j)","Salmo salar reference RNA","tissue: Head-kidney","reference source: pooled total RNA from 18 healthy Atlantic salmon","time: 16 days","infection: control",NA,"reference: Reference RNA",NA,NA,"pooled total RNA from 18 healthy Atlantic salmon",NA,NA,NA,NA,NA
"GSM489747","16j Ssa family 9_control_replicate 2","GSM489747","Head-kidney_control_9 (16j)","Salmo salar reference RNA","tissue: Head-kidney","reference source: pooled total RNA from 18 healthy Atlantic salmon","time: 16 days","infection: control",NA,"reference: Reference RNA",NA,NA,"pooled total RNA from 18 healthy Atlantic salmon",NA,NA,NA,NA,NA
"GSM489748","16j Ssa family 9_control_replicate 3","GSM489748","Head-kidney_control_9 (16j)","Salmo salar reference RNA","tissue: Head-kidney","reference source: pooled total RNA from 18 healthy Atlantic salmon","time: 16 days","infection: control",NA,"reference: Reference RNA",NA,NA,"pooled total RNA from 18 healthy Atlantic salmon",NA,NA,NA,NA,NA
"GSM489749","16j Ssa family 8_infected_replicate 1","GSM489749","Head-kidney_infected_8 (16j)","Salmo salar reference RNA","tissue: Head-kidney","reference source: pooled total RNA from 18 healthy Atlantic salmon","time: 16 days","infection: ISAV-infected",NA,"reference: Reference RNA",NA,NA,"pooled total RNA from 18 healthy Atlantic salmon",NA,NA,NA,NA,NA
"GSM489750","16j Ssa family 8_infected_replicate 2","GSM489750","Head-kidney_infected_8 (16j)","Salmo salar reference RNA","tissue: Head-kidney","reference source: pooled total RNA from 18 healthy Atlantic salmon","time: 16 days","infection: ISAV-infected",NA,"reference: Reference RNA",NA,NA,"pooled total RNA from 18 healthy Atlantic salmon",NA,NA,NA,NA,NA
"GSM489751","16j Ssa family 8_infected_replicate 3","GSM489751","Head-kidney_infected_8 (16j)","Salmo salar reference RNA","tissue: Head-kidney","reference source: pooled total RNA from 18 healthy Atlantic salmon","time: 16 days","infection: ISAV-infected",NA,"reference: Reference RNA",NA,NA,"pooled total RNA from 18 healthy Atlantic salmon",NA,NA,NA,NA,NA
"GSM489752","16j Ssa family 9_infected_replicate 1","GSM489752","Head-kidney_infected_9 (16j)","Salmo salar reference RNA","tissue: Head-kidney","reference source: pooled total RNA from 18 healthy Atlantic salmon","time: 16 days","infection: ISAV-infected",NA,"reference: Reference RNA",NA,NA,"pooled total RNA from 18 healthy Atlantic salmon",NA,NA,NA,NA,NA
"GSM489753","16j Ssa family 9_infected_replicate 2","GSM489753","Head-kidney_infected_9 (16j)","Salmo salar reference RNA","tissue: Head-kidney","reference source: pooled total RNA from 18 healthy Atlantic salmon","time: 16 days","infection: ISAV-infected",NA,"reference: Reference RNA",NA,NA,"pooled total RNA from 18 healthy Atlantic salmon",NA,NA,NA,NA,NA
"GSM489754","16j Ssa family 9_infected_replicate 3","GSM489754","Head-kidney_infected_9 (16j)","Salmo salar reference RNA","tissue: Head-kidney","reference source: pooled total RNA from 18 healthy Atlantic salmon","time: 16 days","infection: ISAV-infected",NA,"reference: Reference RNA",NA,NA,"pooled total RNA from 18 healthy Atlantic salmon",NA,NA,NA,NA,NA
"GSM489755","16j Ssa family 9_infected_replicate 4","GSM489755","Head-kidney_infected_9 (16j)","Salmo salar reference RNA","tissue: Head-kidney","reference source: pooled total RNA from 18 healthy Atlantic salmon","time: 16 days","infection: ISAV-infected",NA,"reference: Reference RNA",NA,NA,"pooled total RNA from 18 healthy Atlantic salmon",NA,NA,NA,NA,NA
"GSM509061","Embryo_Morpholino.Injected_Infected_rep1","GSM509061","D.rerio_embryo_traf6_mo_S.th._8hpi",NA,"treatment: Traf6 morpholino and Salmonella typhimurium injected zebrafish embryos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM509063","Embryo_Morpholino.Injected_Not.Infected_rep1","GSM509063","D.rerio_embryo_traf6_mo_PBS_8hpi",NA,"treatment: Traf6 morpholino and PBS injected zebrafish embryos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM509065","Embryo_Control morpholino.Injected_Infected_rep1","GSM509065","D.rerio_embryo_traf6_mm_S.th._8hpi",NA,"treatment: Traf6 mismatch morpholino and Salmonella typhimurium injected zebrafish embryos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM509067","Embryo_Control morpholino.Injected_Not.Infected_rep1","GSM509067","D.rerio_embryo_traf6_mm_PBS_8hpi",NA,"treatment: Traf6 mismatch morpholino and PBS injected zebrafish embryos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM509069","Embryo_Morpholino.Injected_Infected_rep2","GSM509069","D.rerio_embryo_traf6_mo_S.th._8hpi",NA,"treatment: Traf6 morpholino and Salmonella typhimurium injected zebrafish embryos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM509071","Embryo_Morpholino.Injected_Not.Infected_rep2","GSM509071","D.rerio_embryo_traf6_mo_PBS_8hpi",NA,"treatment: Traf6 morpholino and PBS injected zebrafish embryos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM509073","Embryo_Control morpholino.Injected_Infected_rep2","GSM509073","D.rerio_embryo_traf6_mm_S.th._8hpi",NA,"treatment: Traf6 mismatch morpholino and Salmonella typhimurium injected zebrafish embryos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM509075","Embryo_Control morpholino.Injected_Not.Infected_rep2","GSM509075","D.rerio_embryo_traf6_mm_PBS_8hpi",NA,"treatment: Traf6 mismatch morpholino and PBS injected zebrafish embryos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM509077","Embryo_Morpholino.Injected_Infected_rep3","GSM509077","D.rerio_embryo_traf6_mo_S.th._8hpi",NA,"treatment: Traf6 morpholino and Salmonella typhimurium injected zebrafish embryos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM509079","Embryo_Morpholino.Injected_Not.Infected_rep3","GSM509079","D.rerio_embryo_traf6_mo_PBS_8hpi",NA,"treatment: Traf6 morpholino and PBS injected zebrafish embryos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM509081","Embryo_Control morpholino.Injected_Infected_rep3","GSM509081","D.rerio_embryo_traf6_mm_S.th._8hpi",NA,"treatment: Traf6 mismatch morpholino and Salmonella typhimurium injected zebrafish embryos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM509083","Embryo_Control morpholino.Injected_Not.Infected_rep3","GSM509083","D.rerio_embryo_traf6_mm_PBS_8hpi",NA,"treatment: Traf6 mismatch morpholino and PBS injected zebrafish embryos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM455438","HKC1F","GSM455438","head kidney, control fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 1","weight: 185g","length: 18.75cm","sample type: reference",NA,NA,NA,"tank: 21-2","pathogen: Enteromyxum leei","pathogen exposure: control",NA,NA
"GSM455439","HKC1R","GSM455439","head kidney, control fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 1","weight: 185g","length: 18.75cm","sample type: reference",NA,NA,NA,"tank: 21-2","pathogen: Enteromyxum leei","pathogen exposure: control",NA,NA
"GSM455440","HKI6R","GSM455440","head kidney, infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 6","weight: 199g","length: 19cm","sample type: reference",NA,NA,NA,"tank: 25-4","pathogen: Enteromyxum leei","pathogen exposure: infected",NA,NA
"GSM455441","HKI7F","GSM455441","head kidney, infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 7","weight: 176g","length: 19.75cm","sample type: reference",NA,NA,NA,"tank: 25-12","pathogen: Enteromyxum leei","pathogen exposure: infected",NA,NA
"GSM455442","HKI7R","GSM455442","head kidney, infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 7","weight: 176g","length: 19.75cm","sample type: reference",NA,NA,NA,"tank: 25-12","pathogen: Enteromyxum leei","pathogen exposure: infected",NA,NA
"GSM455443","HKI8F","GSM455443","head kidney, infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 8","weight: 184g","length: 19.5cm","sample type: reference",NA,NA,NA,"tank: 25-14","pathogen: Enteromyxum leei","pathogen exposure: infected",NA,NA
"GSM455444","HKI8R","GSM455444","head kidney, infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 8","weight: 184g","length: 19.5cm","sample type: reference",NA,NA,NA,"tank: 25-14","pathogen: Enteromyxum leei","pathogen exposure: infected",NA,NA
"GSM455445","HKN1F","GSM455445","head kidney, exposed non-infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 1","weight: 188g","length: 19.5cm","sample type: reference",NA,NA,NA,"tank: 23-3","pathogen: Enteromyxum leei","pathogen exposure: exposed non-infected",NA,NA
"GSM455446","HKN1R","GSM455446","head kidney, exposed non-infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 1","weight: 188g","length: 19.5cm","sample type: reference",NA,NA,NA,"tank: 23-3","pathogen: Enteromyxum leei","pathogen exposure: exposed non-infected",NA,NA
"GSM455447","HKN2F","GSM455447","head kidney, exposed non-infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 2","weight: 202g","length: 19.75cm","sample type: reference",NA,NA,NA,"tank: 23-4","pathogen: Enteromyxum leei","pathogen exposure: exposed non-infected",NA,NA
"GSM455448","HKN2R","GSM455448","head kidney, exposed non-infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 2","weight: 202g","length: 19.75cm","sample type: reference",NA,NA,NA,"tank: 23-4","pathogen: Enteromyxum leei","pathogen exposure: exposed non-infected",NA,NA
"GSM455449","HKN5F","GSM455449","head kidney, exposed non-infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 5","weight: 188g","length: 19cm","sample type: reference",NA,NA,NA,"tank: 23-10","pathogen: Enteromyxum leei","pathogen exposure: exposed non-infected",NA,NA
"GSM455450","HKN5R","GSM455450","head kidney, exposed non-infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 5","weight: 188g","length: 19cm","sample type: reference",NA,NA,NA,"tank: 23-10","pathogen: Enteromyxum leei","pathogen exposure: exposed non-infected",NA,NA
"GSM455451","HKN6F","GSM455451","head kidney, exposed non-infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 6","weight: 197g","length: 19cm","sample type: reference",NA,NA,NA,"tank: 25-6","pathogen: Enteromyxum leei","pathogen exposure: exposed non-infected",NA,NA
"GSM455452","HKN6R","GSM455452","head kidney, exposed non-infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 6","weight: 197g","length: 19cm","sample type: reference",NA,NA,NA,"tank: 25-6","pathogen: Enteromyxum leei","pathogen exposure: exposed non-infected",NA,NA
"GSM455453","HKN8F","GSM455453","head kidney, exposed non-infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 8","weight: 173g","length: 19cm","sample type: reference",NA,NA,NA,"tank: 25-9","pathogen: Enteromyxum leei","pathogen exposure: exposed non-infected",NA,NA
"GSM455454","HKN8R","GSM455454","head kidney, exposed non-infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 8","weight: 173g","length: 19cm","sample type: reference",NA,NA,NA,"tank: 25-9","pathogen: Enteromyxum leei","pathogen exposure: exposed non-infected",NA,NA
"GSM455455","HKC3F","GSM455455","head kidney, control fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 3","weight: 192g","length: 20cm","sample type: reference",NA,NA,NA,"tank: 21-5","pathogen: Enteromyxum leei","pathogen exposure: control",NA,NA
"GSM455456","HKC3R","GSM455456","head kidney, control fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 3","weight: 192g","length: 20cm","sample type: reference",NA,NA,NA,"tank: 21-5","pathogen: Enteromyxum leei","pathogen exposure: control",NA,NA
"GSM455457","HKC4F","GSM455457","head kidney, control fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 4","weight: 158g","length: 19cm","sample type: reference",NA,NA,NA,"tank: 21-7","pathogen: Enteromyxum leei","pathogen exposure: control",NA,NA
"GSM455458","HKC4R","GSM455458","head kidney, control fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 4","weight: 158g","length: 19cm","sample type: reference",NA,NA,NA,"tank: 21-7","pathogen: Enteromyxum leei","pathogen exposure: control",NA,NA
"GSM455459","HKC5F","GSM455459","head kidney, control fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 5","weight: 188g","length: 19.5cm","sample type: reference",NA,NA,NA,"tank: 22-3","pathogen: Enteromyxum leei","pathogen exposure: control",NA,NA
"GSM455460","HKC5R","GSM455460","head kidney, control fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 5","weight: 188g","length: 19.5cm","sample type: reference",NA,NA,NA,"tank: 22-3","pathogen: Enteromyxum leei","pathogen exposure: control",NA,NA
"GSM455461","HKC6F","GSM455461","head kidney, control fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 6","weight: 172g","length: 19cm","sample type: reference",NA,NA,NA,"tank: 22-6","pathogen: Enteromyxum leei","pathogen exposure: control",NA,NA
"GSM455462","HKC6R","GSM455462","head kidney, control fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 6","weight: 172g","length: 19cm","sample type: reference",NA,NA,NA,"tank: 22-6","pathogen: Enteromyxum leei","pathogen exposure: control",NA,NA
"GSM455463","HKI4F","GSM455463","head kidney, infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 4","weight: 160g","length: 18.75cm","sample type: reference",NA,NA,NA,"tank: 25-1","pathogen: Enteromyxum leei","pathogen exposure: infected",NA,NA
"GSM455464","HKI4R","GSM455464","head kidney, infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 4","weight: 160g","length: 18.75cm","sample type: reference",NA,NA,NA,"tank: 25-1","pathogen: Enteromyxum leei","pathogen exposure: infected",NA,NA
"GSM455465","HKI5F","GSM455465","head kidney, infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 5","weight: 203g","length: 19.25cm","sample type: reference",NA,NA,NA,"tank: 25-2","pathogen: Enteromyxum leei","pathogen exposure: infected",NA,NA
"GSM455466","HKI5R","GSM455466","head kidney, infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 5","weight: 203g","length: 19.25cm","sample type: reference",NA,NA,NA,"tank: 25-2","pathogen: Enteromyxum leei","pathogen exposure: infected",NA,NA
"GSM455467","HKI6F","GSM455467","head kidney, infected fish","reference pool of all RNA (except hki1, hki2, hki3, hkc7, hkn2, hkn3, hkn4, hkn5, hkn7, intn1, intn5, intn8, hkc7, hkc8, hki1, hki2, hki3, hki6, intc3, intc5, intc6)","tissue: head kidney","tissue: head kidney","fish: 6","weight: 199g","length: 19cm","sample type: reference",NA,NA,NA,"tank: 25-4","pathogen: Enteromyxum leei","pathogen exposure: infected",NA,NA
"GSM490098","INTC1F","GSM490098","INTESTINE, CONTROL FISH 1  185g: 18.75cm  tank 21-2","PATHOGEN EXPOSURE REFERENCE  POOL OF ALL RNA  (EXCEPT HKI1,HKI2,HKI3,HKC7,HKN2, HKN3, HKN4,HKN5,HKN7,INTN1, INTN5, INTN8, HKC7,  HKC8, HKI1, HKI2, HKI3, HKI6, INTC3, INTC5, INTC6)","pathogen: Enteromyxum leei","pathogen exposure: REFERENCE","pathogen exposure: CONTROL","fish description: FISH 1 - 185g, 18.75cm - Tank 21-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM490099","INTC1R","GSM490099","INTESTINE, CONTROL FISH 1  185g: 18.75cm  tank 21-2","PATHOGEN EXPOSURE REFERENCE  POOL OF ALL RNA  (EXCEPT HKI1,HKI2,HKI3,HKC7,HKN2, HKN3, HKN4,HKN5,HKN7,INTN1, INTN5, INTN8, HKC7,  HKC8, HKI1, HKI2, HKI3, HKI6, INTC3, INTC5, INTC6)","pathogen: Enteromyxum leei","pathogen exposure: REFERENCE","pathogen exposure: CONTROL","fish description: FISH 1 - 185g, 18.75cm - Tank 21-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM490100","INTC2F","GSM490100","INTESTINE, CONTROL FISH 2  175g, 19cm  Tank 21-4","PATHOGEN EXPOSURE REFERENCE  POOL OF ALL RNA  (EXCEPT HKI1,HKI2,HKI3,HKC7,HKN2, HKN3, HKN4,HKN5,HKN7,INTN1, INTN5, INTN8, HKC7,  HKC8, HKI1, HKI2, HKI3, HKI6, INTC3, INTC5, INTC6)","pathogen: Enteromyxum leei","pathogen exposure: REFERENCE","pathogen exposure: CONTROL","fish description: FISH 2 - 175g, 19cm - Tank 21-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM490101","INTC2R","GSM490101","INTESTINE, CONTROL FISH 2  175g, 19cm  Tank 21-4","PATHOGEN EXPOSURE REFERENCE  POOL OF ALL RNA  (EXCEPT HKI1,HKI2,HKI3,HKC7,HKN2, HKN3, HKN4,HKN5,HKN7,INTN1, INTN5, INTN8, HKC7,  HKC8, HKI1, HKI2, HKI3, HKI6, INTC3, INTC5, INTC6)","pathogen: Enteromyxum leei","pathogen exposure: REFERENCE","pathogen exposure: CONTROL","fish description: FISH 2 - 175g, 19cm - Tank 21-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM490102","INTC4F","GSM490102","INTESTINE, CONTROL FISH 4  158g, 19cm  Tank 21-7","PATHOGEN EXPOSURE REFERENCE  POOL OF ALL RNA  (EXCEPT HKI1,HKI2,HKI3,HKC7,HKN2, HKN3, HKN4,HKN5,HKN7,INTN1, INTN5, INTN8, HKC7,  HKC8, HKI1, HKI2, HKI3, HKI6, INTC3, INTC5, INTC6)","pathogen: Enteromyxum leei","pathogen exposure: REFERENCE","pathogen exposure: CONTROL","fish description: FISH 4 - 158g, 19cm - Tank 21-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM490103","INTC4R","GSM490103","INTESTINE, CONTROL FISH 4  158g, 19cm  Tank 21-7","PATHOGEN EXPOSURE REFERENCE  POOL OF ALL RNA  (EXCEPT HKI1,HKI2,HKI3,HKC7,HKN2, HKN3, HKN4,HKN5,HKN7,INTN1, INTN5, INTN8, HKC7,  HKC8, HKI1, HKI2, HKI3, HKI6, INTC3, INTC5, INTC6)","pathogen: Enteromyxum leei","pathogen exposure: REFERENCE","pathogen exposure: CONTROL","fish description: FISH 4 - 158g, 19cm - Tank 21-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM490104","INTC7F","GSM490104","INTESTINE, CONTROL FISH 7  170g, 19.5cm  Tank 22-7","PATHOGEN EXPOSURE REFERENCE  POOL OF ALL RNA  (EXCEPT HKI1,HKI2,HKI3,HKC7,HKN2, HKN3, HKN4,HKN5,HKN7,INTN1, INTN5, INTN8, HKC7,  HKC8, HKI1, HKI2, HKI3, HKI6, INTC3, INTC5, INTC6)","pathogen: Enteromyxum leei","pathogen exposure: REFERENCE","pathogen exposure: CONTROL","fish description: FISH 7 - 170g, 19.5cm - Tank 22-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM490105","INTC7R","GSM490105","INTESTINE, CONTROL FISH 7  170g, 19.5cm  Tank 22-7","PATHOGEN EXPOSURE REFERENCE  POOL OF ALL RNA  (EXCEPT HKI1,HKI2,HKI3,HKC7,HKN2, HKN3, HKN4,HKN5,HKN7,INTN1, INTN5, INTN8, HKC7,  HKC8, HKI1, HKI2, HKI3, HKI6, INTC3, INTC5, INTC6)","pathogen: Enteromyxum leei","pathogen exposure: REFERENCE","pathogen exposure: CONTROL","fish description: FISH 7 - 170g, 19.5cm - Tank 22-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM490106","INTC8F","GSM490106","INTESTINE, CONTROL FISH 8  182g, 19.25cm  Tank 22-8","PATHOGEN EXPOSURE REFERENCE  POOL OF ALL RNA  (EXCEPT HKI1,HKI2,HKI3,HKC7,HKN2, HKN3, HKN4,HKN5,HKN7,INTN1, INTN5, INTN8, HKC7,  HKC8, HKI1, HKI2, HKI3, HKI6, INTC3, INTC5, INTC6)","pathogen: Enteromyxum leei","pathogen exposure: REFERENCE","pathogen exposure: CONTROL","fish description: FISH 8 - 182g, 19.25cm - Tank 22-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSM490107","INTC8R","GSM490107","INTESTINE, CONTROL FISH 8  182g, 19.25cm  Tank 22-8","PATHOGEN EXPOSURE REFERENCE  POOL OF ALL RNA  (EXCEPT HKI1,HKI2,HKI3,HKC7,HKN2, HKN3, HKN4,HKN5,HKN7,INTN1, INTN5, INTN8, HKC7,  HKC8, HKI1, HKI2, HKI3, HKI6, INTC3, INTC5, INTC6)","pathogen: Enteromyxum leei","pathogen exposure: REFERENCE","pathogen exposure: CONTROL","fish description: FISH 8 - 182g, 19.25cm - Tank 22-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
